student_id,year,semester,institution,course_number,credits,grade,course_description,department,course_title,record_source
4246283,2021,FALL,utexas,ME338,3,A-,Analysis for the design and manufacture of basic mechanical elements and their role in the design of machines.,ME,Machine Elements,raw_cleaned
4246283,2021,FALL,utexas,ME353,3,A,"Evaluating the financial impact of engineering decisions, comparing alternatives with cash flow analysis, and managing project risk.",ME,Engineering Finance,raw_cleaned
4246283,2021,FALL,utexas,ME366L,3,A,"Formulation and solution of operations research models requiring optimization, simulation, and stochastic system analysis.",ME,Operations Research Models,raw_cleaned
4246283,2021,SPRING,utexas,ACC310F,3,A-,"An introduction to financial and managerial accounting, with emphasis on the content, interpretation, and uses of accounting reports. Discussion of the determination and reporting of net income and financial position, and the theories underlying business financial statements; consideration of managerial accounting topics designed to extend the student's knowledge to the planning and controlling of the operations of the firm.",ACC,ACC310F,raw_cleaned
4246283,2021,SPRING,utexas,ME130L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Fluid Mechanics,raw_cleaned
4246283,2021,SPRING,utexas,ME134L,1,A-,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Materials Engineering.,ME,Materials Engineering Laboratory,raw_cleaned
4246283,2021,SPRING,utexas,ME330,3,B+,"Fluid properties, conservation laws, internal and external flow, and engineering fluid systems.",ME,Fluid Mechanics,raw_cleaned
4246283,2021,SPRING,utexas,ME334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials.",ME,Materials Engineering,raw_cleaned
4246283,2021,SPRING,utexas,ME335,3,A,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control.",ME,Engineering Statistics,raw_cleaned
4246283,2021,SPRING,utexas,NSC325,3,A,"Design, research, prototype, and test a STEM-related product or solution. Three lecture hours a week for one semester. May be repeated for credit when the topics vary.",NSC,NSC325,raw_cleaned
4246283,2022,SPRING,utexas,LEB320,3,,Introduction to the legal problems confronting businesses in the global environment.,LEB,LEB320,raw_cleaned
4246283,2022,SPRING,utexas,ME144L,1,,"Modeling of engineering systems, digital simulation, system identification, frequency response, feedback control principles, and hands-on experimentation.",ME,Dynamic Systems and Controls Laboratory,raw_cleaned
4246283,2022,SPRING,utexas,ME344,3,,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient and steady-state behavior; introduction to feedback control.",ME,Dynamic Systems and Controls,raw_cleaned
4246283,2022,SPRING,utexas,ME366J,3,,An examination of structured methodologies for designing mechanical systems; reverse engineering/redesign projects and conceptual design projects.,ME,ME366J,raw_cleaned
4246283,2022,SPRING,utexas,ME379M,3,,Special topics course that can cover emerging mechanical engineering themes.,ME,Special Topics in Mechanical Engineering,raw_cleaned
4246283,2022,SPRING,utexas,ORI367,3,,Basic concepts of discrete-event simulation. Statistical input and output analysis. Application of simulation software. Modeling of systems under uncertainty. ,ORI,ORI367,raw_cleaned
4246672,2019,FALL,utexas,CH301,3,A,"First semester general chemistry for science and engineering students, covering atomic structure, bonding, stoichiometry, and thermochemistry.",CH,General Chemistry I,raw_cleaned
4246672,2019,FALL,utexas,HIS315L,3,CR,Survey of United States history since the Civil War. Three lecture hours or two lecture hours and one discussion hour a week for one semester.,HIS,HIS315L,raw_cleaned
4246672,2019,FALL,utexas,M408C,4,CR,"Introduction to the theory and applications of differential and integral calculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions.",M,M408C,raw_cleaned
4246672,2019,FALL,utexas,M408D,4,A-,"Calculus sequence covering series, vectors, partial derivatives, and multiple integrals.",M,Calculus II,raw_cleaned
4246672,2019,FALL,utexas,ME302,3,A,"Orientation to mechanical engineering problem solving, design process, and professional tools.",ME,Introduction to Engineering Design and Graphics,raw_cleaned
4246672,2019,FALL,utexas,RHE306,3,CR,An introductory writing course that includes instruction in practical reasoning and the principles of rhetoric.,RHE,RHE306,raw_cleaned
4246672,2019,FALL,utexas,RTF306,3,A,"Survey of the aesthetic, cultural, economic, political, and technological trends impacting motion pictures around the world from their origins in the late nineteenth century through the present.",RTF,RTF306,raw_cleaned
4246672,2020,FALL,utexas,EM306,3,A,"Forces, moments, equilibrium, and engineering analysis of rigid bodies.",EM,Statics,raw_cleaned
4246672,2020,FALL,utexas,GOV312L,3,A,"Analysis of underlying themes concerned with American political institutions and policies, including the United States Constitution.",GOV,GOV312L,raw_cleaned
4246672,2020,FALL,utexas,ME316T,3,A,"Properties, heat and work, the first and second laws of thermodynamics, thermodynamic processes, and introduction to ideal power cycles.",ME,Thermodynamics,raw_cleaned
4246672,2020,FALL,utexas,ME333T,3,A,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering.",ME,ME333T,raw_cleaned
4246672,2020,FALL,utexas,PHY103N,1,A,"Two laboratory hours and one discussion hour a week for one semester. Only one of the following may be counted:_hysics 102N,?03N,?05N,?16L,?17N. Prerequisite: Credit with a grade of at least C- or registration for_hysics 303L.",PHY,PHY103N,raw_cleaned
4246672,2020,FALL,utexas,PHY303L,3,A,"Electricity and magnetism, optics, and atomic phenomena.",PHY,PHY303L,raw_cleaned
4246672,2020,SPRING,utexas,HIS315K,3,CR,Survey of United States history from the colonial period through the Civil War.,HIS,HIS315K,raw_cleaned
4246672,2020,SPRING,utexas,M427J,4,A,"Differential equations, matrices, eigenvalues, and engineering applications.",M,Differential Equations with Linear Algebra,raw_cleaned
4246672,2020,SPRING,utexas,PHY103M,1,A,"Two laboratory hours a week for one semester. Only one of the following may be counted: Physics 101L, 102M, 103M, 105M, 117M. Prerequisite: Credit with a grade of at least C- or registration for Physics 303K.",PHY,PHY103M,raw_cleaned
4246672,2020,SPRING,utexas,PHY303K,3,A,"A general survey of physics; primarily laws of motion, heat, and wave phenomena.",PHY,PHY303K,raw_cleaned
4246672,2020,SPRING,utexas,SOC302,3,A,"The nature of human societies, social processes, social interaction, and the sociological approach. Three lecture hours or two lecture hours and one discussion hour a week for one semester.",SOC,SOC302,raw_cleaned
4246672,2020,SPRING,utexas,UGS303,3,A,"Seminar-style course emphasizing critical thinking, writing, and interdisciplinary exploration.",UGS,First-Year Signature Course,raw_cleaned
4246672,2021,FALL,utexas,GEO303,3,A,"Mineral and rock composition of the earth; measurement of geologic time;origin and evolution of life; earth's interior; plate tectonics; depositional environments and processes; ancient climates; humans, earthresources, and the environment.",GEO,GEO303,raw_cleaned
4246672,2021,FALL,utexas,MAN320F,3,C+,"An introduction to the management of organizations. Issues are addressed from the perspectives of strategy and planning, organizational behavior, and operations management.",MAN,MAN320F,raw_cleaned
4246672,2021,FALL,utexas,ME130L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Fluid Mechanics,raw_cleaned
4246672,2021,FALL,utexas,ME134L,1,A-,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Materials Engineering.,ME,Materials Engineering Laboratory,raw_cleaned
4246672,2021,FALL,utexas,ME139L,1,A-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Heat Transfer,raw_cleaned
4246672,2021,FALL,utexas,ME140L,1,A,"Laboratory work in electronics, instrumentation, and electromechanical system integration.",ME,Mechatronics Laboratory,raw_cleaned
4246672,2021,FALL,utexas,ME330,3,A,"Fluid properties, conservation laws, internal and external flow, and engineering fluid systems.",ME,Fluid Mechanics,raw_cleaned
4246672,2021,FALL,utexas,ME334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials.",ME,Materials Engineering,raw_cleaned
4246672,2021,FALL,utexas,ME335,3,A-,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control.",ME,Engineering Statistics,raw_cleaned
4246672,2021,FALL,utexas,ME338,3,A-,Analysis for the design and manufacture of basic mechanical elements and their role in the design of machines.,ME,Machine Elements,raw_cleaned
4246672,2021,FALL,utexas,ME339,3,B+,"Conduction, convection, radiation, and heat exchanger fundamentals.",ME,Heat Transfer,raw_cleaned
4246672,2021,FALL,utexas,ME340,3,B,"Circuits, sensors, actuators, feedback, and integration of electronics with mechanical systems.",ME,Mechatronics,raw_cleaned
4246672,2021,SPRING,utexas,EM319,3,A,"Stress, strain, deformation, torsion, and failure concepts for engineering materials and structures.",EM,Mechanics of Solids,raw_cleaned
4246672,2021,SPRING,utexas,M427L,4,A,Multivariable methods and mathematical tools used in applied engineering analysis.,M,Advanced Calculus for Applications,raw_cleaned
4246672,2021,SPRING,utexas,ME314D,3,A,Kinematics and kinetics of particles and rigid bodies with engineering applications.,ME,Dynamics,raw_cleaned
4246672,2021,SPRING,utexas,ME318M,3,A,"Applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to mechanical engineering problems.",ME,Programming and Engineering Computational Methods,raw_cleaned
4246672,2022,SPRING,utexas,ME139L,1,,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Heat Transfer,raw_cleaned
4246672,2022,SPRING,utexas,ME140L,1,,"Laboratory work in electronics, instrumentation, and electromechanical system integration.",ME,Mechatronics Laboratory,raw_cleaned
4246672,2022,SPRING,utexas,ME144L,1,,"Modeling of engineering systems, digital simulation, system identification, frequency response, feedback control principles, and hands-on experimentation.",ME,Dynamic Systems and Controls Laboratory,raw_cleaned
4246672,2022,SPRING,utexas,ME338,3,,Analysis for the design and manufacture of basic mechanical elements and their role in the design of machines.,ME,Machine Elements,raw_cleaned
4246672,2022,SPRING,utexas,ME339,3,,"Conduction, convection, radiation, and heat exchanger fundamentals.",ME,Heat Transfer,raw_cleaned
4246672,2022,SPRING,utexas,ME340,3,,"Circuits, sensors, actuators, feedback, and integration of electronics with mechanical systems.",ME,Mechatronics,raw_cleaned
4246672,2022,SPRING,utexas,ME344,3,,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient and steady-state behavior; introduction to feedback control.",ME,Dynamic Systems and Controls,raw_cleaned
4246672,2022,SPRING,utexas,ME350R,3,,"Analysis and synthesis of motions of mechanisms used to design robotic systems across industrial, spatial, and medical applications.",ME,Robot Mechanism Design,raw_cleaned
4246672,2022,SPRING,utexas,ME372J,3,,"Component technologies for precision machines based on dynamic modeling and motion programming: cams, linkages, planar robot manipulators and open architecture vehicles. Homework includes 15 simulations. Three lecture hours a week for one semester. Prerequisite: Upper-division standing and credit or registration for Mechanical Engineering 324.",ME,ME372J,raw_cleaned
4246672,2022,SPRING,utexas,ME379M,3,,Special topics course that can cover emerging mechanical engineering themes.,ME,Special Topics in Mechanical Engineering,raw_cleaned
4246672,2022,SPRING,utexas,ME379M,3,,Special topics course that can cover emerging mechanical engineering themes.,ME,Special Topics in Mechanical Engineering,raw_cleaned
4247858,2019,FALL,utexas,CH301,3,CR,"First semester general chemistry for science and engineering students, covering atomic structure, bonding, stoichiometry, and thermochemistry.",CH,General Chemistry I,raw_cleaned
4247858,2019,FALL,utexas,HIS315L,3,CR,Survey of United States history since the Civil War. Three lecture hours or two lecture hours and one discussion hour a week for one semester.,HIS,HIS315L,raw_cleaned
4247858,2019,FALL,utexas,M408C,3,CR,"Introduction to the theory and applications of differential and integral calculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions.",M,M408C,raw_cleaned
4247858,2019,FALL,utexas,M408C,4,CR,"Introduction to the theory and applications of differential and integral calculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions.",M,M408C,raw_cleaned
4247858,2019,FALL,utexas,M408D,4,A,"Calculus sequence covering series, vectors, partial derivatives, and multiple integrals.",M,Calculus II,raw_cleaned
4247858,2019,FALL,utexas,ME302,3,A,"Orientation to mechanical engineering problem solving, design process, and professional tools.",ME,Introduction to Engineering Design and Graphics,raw_cleaned
4247858,2019,FALL,utexas,ME333T,3,A,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering.",ME,ME333T,raw_cleaned
4247858,2019,FALL,utexas,PHY103M,1,CR,"Two laboratory hours a week for one semester. Only one of the following may be counted: Physics 101L, 102M, 103M, 105M, 117M. Prerequisite: Credit with a grade of at least C- or registration for Physics 303K.",PHY,PHY103M,raw_cleaned
4247858,2019,FALL,utexas,PHY303K,3,CR,"A general survey of physics; primarily laws of motion, heat, and wave phenomena.",PHY,PHY303K,raw_cleaned
4247858,2019,FALL,utexas,RHE306,3,CR,An introductory writing course that includes instruction in practical reasoning and the principles of rhetoric.,RHE,RHE306,raw_cleaned
4247858,2019,FALL,utexas,UGS303,3,A,"Seminar-style course emphasizing critical thinking, writing, and interdisciplinary exploration.",UGS,First-Year Signature Course,raw_cleaned
4247858,2020,FALL,utexas,EM319,3,CR,"Stress, strain, deformation, torsion, and failure concepts for engineering materials and structures.",EM,Mechanics of Solids,raw_cleaned
4247858,2020,FALL,utexas,HIS317L,3,A,"This course looks at the origins, growth, and development, of college football from it’s elite Ivy League school origins, to what is has become today: arguably one of the most popular sports in America. College football is steeped in rivalry, tradition, pageantry, and insane fandom. Games are literally played on almost every night of the week, and on Saturdays millions of people pile into stadiums that hold upwards of 105,000 people. College coaches make just as much as pro coaches, athletic directors are paid like NFL general managers, and the biggest college football programs generate in excess of $240M per year. However, there is also a dark side to college football: exploitation, academic misconduct, injuries, and scandal, which have been a constant thread in the sport since its founding in the late 1800s. This course will look at college football within the broader history of American history and culture.",HIS,HIS317L,raw_cleaned
4247858,2020,FALL,utexas,ME314D,3,A-,Kinematics and kinetics of particles and rigid bodies with engineering applications.,ME,Dynamics,raw_cleaned
4247858,2020,FALL,utexas,ME318M,3,A,"Applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to mechanical engineering problems.",ME,Programming and Engineering Computational Methods,raw_cleaned
4247858,2020,SPRING,utexas,CC303,3,A,"Survey of major Greek and Roman myths and their influence on literature, art, and music.",CC,CC303,raw_cleaned
4247858,2020,SPRING,utexas,EM306,3,A,"Forces, moments, equilibrium, and engineering analysis of rigid bodies.",EM,Statics,raw_cleaned
4247858,2020,SPRING,utexas,M427J,4,A,"Differential equations, matrices, eigenvalues, and engineering applications.",M,Differential Equations with Linear Algebra,raw_cleaned
4247858,2020,SPRING,utexas,ME316T,3,CR,"Properties, heat and work, the first and second laws of thermodynamics, thermodynamic processes, and introduction to ideal power cycles.",ME,Thermodynamics,raw_cleaned
4247858,2020,SUMMER,utexas,PHY103N,1,A,"Two laboratory hours and one discussion hour a week for one semester. Only one of the following may be counted:_hysics 102N,?03N,?05N,?16L,?17N. Prerequisite: Credit with a grade of at least C- or registration for_hysics 303L.",PHY,PHY103N,raw_cleaned
4247858,2020,SUMMER,utexas,PHY303L,3,A,"Electricity and magnetism, optics, and atomic phenomena.",PHY,PHY303L,raw_cleaned
4247858,2021,FALL,utexas,ME139L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Heat Transfer,raw_cleaned
4247858,2021,FALL,utexas,ME140L,1,A,"Laboratory work in electronics, instrumentation, and electromechanical system integration.",ME,Mechatronics Laboratory,raw_cleaned
4247858,2021,FALL,utexas,ME338,3,A-,Analysis for the design and manufacture of basic mechanical elements and their role in the design of machines.,ME,Machine Elements,raw_cleaned
4247858,2021,FALL,utexas,ME339,3,B+,"Conduction, convection, radiation, and heat exchanger fundamentals.",ME,Heat Transfer,raw_cleaned
4247858,2021,FALL,utexas,ME340,3,B+,"Circuits, sensors, actuators, feedback, and integration of electronics with mechanical systems.",ME,Mechatronics,raw_cleaned
4247858,2021,FALL,utexas,ME353,3,A,"Evaluating the financial impact of engineering decisions, comparing alternatives with cash flow analysis, and managing project risk.",ME,Engineering Finance,raw_cleaned
4247858,2021,SPRING,utexas,ME130L,1,A-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Fluid Mechanics,raw_cleaned
4247858,2021,SPRING,utexas,ME134L,1,A,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Materials Engineering.,ME,Materials Engineering Laboratory,raw_cleaned
4247858,2021,SPRING,utexas,ME330,3,CR,"Fluid properties, conservation laws, internal and external flow, and engineering fluid systems.",ME,Fluid Mechanics,raw_cleaned
4247858,2021,SPRING,utexas,ME334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials.",ME,Materials Engineering,raw_cleaned
4247858,2021,SPRING,utexas,ME335,3,A-,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control.",ME,Engineering Statistics,raw_cleaned
4247858,2022,SPRING,utexas,ME144L,1,IP,"Modeling of engineering systems, digital simulation, system identification, frequency response, feedback control principles, and hands-on experimentation.",ME,Dynamic Systems and Controls Laboratory,raw_cleaned
4247858,2022,SPRING,utexas,ME344,3,IP,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient and steady-state behavior; introduction to feedback control.",ME,Dynamic Systems and Controls,raw_cleaned
4247858,2022,SPRING,utexas,ME366J,3,IP,An examination of structured methodologies for designing mechanical systems; reverse engineering/redesign projects and conceptual design projects.,ME,ME366J,raw_cleaned
4248155,2018,FALL,utexas,CH301,3,A,"First semester general chemistry for science and engineering students, covering atomic structure, bonding, stoichiometry, and thermochemistry.",CH,General Chemistry I,raw_cleaned
4248155,2018,FALL,utexas,M408C,4,A,"Introduction to the theory and applications of differential and integral calculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions.",M,M408C,raw_cleaned
4248155,2018,FALL,utexas,PHY110C,1,A,"Supervised study of selected topics in physics, by individual arrangement with department and instructor. Conference course. May be repeated for credit when the topics vary. Offered on the pass/fail basis only. Prerequisite: Written consent of instructor.",PHY,PHY110C,raw_cleaned
4248155,2018,FALL,utexas,TD301,3,A,Open to all University students except majors in the Department of Theatre and Dance. A study of theatrical texts and practices of the past and present. Three lecture hours a week for one semester; attendance at all major productions of the department is required.,TD,TD301,raw_cleaned
4248155,2018,FALL,utexas,UGS303,3,A,"Seminar-style course emphasizing critical thinking, writing, and interdisciplinary exploration.",UGS,First-Year Signature Course,raw_cleaned
4248155,2019,FALL,utexas,EM306,3,B,"Forces, moments, equilibrium, and engineering analysis of rigid bodies.",EM,Statics,raw_cleaned
4248155,2019,FALL,utexas,M427J,4,B-,"Differential equations, matrices, eigenvalues, and engineering applications.",M,Differential Equations with Linear Algebra,raw_cleaned
4248155,2019,FALL,utexas,ME302,3,A,"Orientation to mechanical engineering problem solving, design process, and professional tools.",ME,Introduction to Engineering Design and Graphics,raw_cleaned
4248155,2019,FALL,utexas,PHY103N,1,A,"Two laboratory hours and one discussion hour a week for one semester. Only one of the following may be counted:_hysics 102N,?03N,?05N,?16L,?17N. Prerequisite: Credit with a grade of at least C- or registration for_hysics 303L.",PHY,PHY103N,raw_cleaned
4248155,2019,FALL,utexas,PHY303L,3,A,"Electricity and magnetism, optics, and atomic phenomena.",PHY,PHY303L,raw_cleaned
4248155,2019,SPRING,utexas,GOV312L,3,A,"Analysis of underlying themes concerned with American political institutions and policies, including the United States Constitution.",GOV,GOV312L,raw_cleaned
4248155,2019,SPRING,utexas,M408D,4,A,"Calculus sequence covering series, vectors, partial derivatives, and multiple integrals.",M,Calculus II,raw_cleaned
4248155,2019,SPRING,utexas,PHY103M,1,A,"Two laboratory hours a week for one semester. Only one of the following may be counted: Physics 101L, 102M, 103M, 105M, 117M. Prerequisite: Credit with a grade of at least C- or registration for Physics 303K.",PHY,PHY103M,raw_cleaned
4248155,2019,SPRING,utexas,PHY303K,3,A,"A general survey of physics; primarily laws of motion, heat, and wave phenomena.",PHY,PHY303K,raw_cleaned
4248155,2019,SPRING,utexas,RS310,3,A,Introduction to scholarly methods in the study of religion.,RS,RS310,raw_cleaned
4248155,2020,FALL,utexas,M427L,4,A,Multivariable methods and mathematical tools used in applied engineering analysis.,M,Advanced Calculus for Applications,raw_cleaned
4248155,2020,FALL,utexas,ME130L,1,A-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Fluid Mechanics,raw_cleaned
4248155,2020,FALL,utexas,ME134L,1,A,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Materials Engineering.,ME,Materials Engineering Laboratory,raw_cleaned
4248155,2020,FALL,utexas,ME314D,3,CR,Kinematics and kinetics of particles and rigid bodies with engineering applications.,ME,Dynamics,raw_cleaned
4248155,2020,FALL,utexas,ME330,3,CR,"Fluid properties, conservation laws, internal and external flow, and engineering fluid systems.",ME,Fluid Mechanics,raw_cleaned
4248155,2020,FALL,utexas,ME334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials.",ME,Materials Engineering,raw_cleaned
4248155,2020,FALL,utexas,ME353,3,A-,"Evaluating the financial impact of engineering decisions, comparing alternatives with cash flow analysis, and managing project risk.",ME,Engineering Finance,raw_cleaned
4248155,2020,SPRING,utexas,EM319,3,CR,"Stress, strain, deformation, torsion, and failure concepts for engineering materials and structures.",EM,Mechanics of Solids,raw_cleaned
4248155,2020,SPRING,utexas,M427L,4,A,Multivariable methods and mathematical tools used in applied engineering analysis.,M,Advanced Calculus for Applications,raw_cleaned
4248155,2020,SPRING,utexas,ME316T,3,CR,"Properties, heat and work, the first and second laws of thermodynamics, thermodynamic processes, and introduction to ideal power cycles.",ME,Thermodynamics,raw_cleaned
4248155,2020,SPRING,utexas,ME318M,3,A,"Applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to mechanical engineering problems.",ME,Programming and Engineering Computational Methods,raw_cleaned
4248155,2020,SPRING,utexas,ME333T,3,A,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering.",ME,ME333T,raw_cleaned
4248155,2020,SUMMER,utexas,ME335,3,A-,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control.",ME,Engineering Statistics,raw_cleaned
4248155,2021,SPRING,utexas,ME139L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems.",ME,Experimental Heat Transfer,raw_cleaned
4248155,2021,SPRING,utexas,ME140L,1,A,"Laboratory work in electronics, instrumentation, and electromechanical system integration.",ME,Mechatronics Laboratory,raw_cleaned
4248155,2021,SPRING,utexas,ME338,3,A-,Analysis for the design and manufacture of basic mechanical elements and their role in the design of machines.,ME,Machine Elements,raw_cleaned
4248155,2021,SPRING,utexas,ME339,3,A,"Conduction, convection, radiation, and heat exchanger fundamentals.",ME,Heat Transfer,raw_cleaned
4248155,2021,SPRING,utexas,ME340,3,CR,"Circuits, sensors, actuators, feedback, and integration of electronics with mechanical systems.",ME,Mechatronics,raw_cleaned
4248155,2021,SPRING,utexas,ME355K,3,A,"Time-domain and frequency-domain analysis of vibrating systems; matrix methods, instrumentation, and vibration control; numerical methods.",ME,ME355K,raw_cleaned
4248155,2021,SPRING,utexas,ME359,3,A-,"Description of commercial metals, polymers, ceramics, concrete, and wood for use in mechanical engineering applications. Applications include strength, toughness, stiffness, fatigue, creep, corrosion, casting, forming, machining, and welding. Two or three lecture hours a week for one semester. Prerequisite: For engineering majors, Mechanical Engineering 334 or the equivalent; for nonengineering majors, upper-division standing and written consent of instructor.",ME,ME359,raw_cleaned
4248155,2022,SPRING,utexas,ACC310F,3,IP,"An introduction to financial and managerial accounting, with emphasis on the content, interpretation, and uses of accounting reports. Discussion of the determination and reporting of net income and financial position, and the theories underlying business financial statements; consideration of managerial accounting topics designed to extend the student's knowledge to the planning and controlling of the operations of the firm.",ACC,ACC310F,raw_cleaned
4248155,2022,SPRING,utexas,CS303E,3,,"Introduction to problem solving, algorithms, and programming in an object-oriented language.",CS,Intro to Programming,raw_cleaned
4248155,2022,SPRING,utexas,ME379M,3,IP,Special topics course that can cover emerging mechanical engineering themes.,ME,Special Topics in Mechanical Engineering,raw_cleaned
4282845,2017,FALL,utexas,CC303,3,C-,"Survey of major Greek and Roman myths and their influence on literature, art, and music.",CC,CC303,raw_cleaned
4282845,2017,FALL,utexas,CH301,3,C+,"First semester general chemistry for science and engineering students, covering atomic structure, bonding, stoichiometry, and thermochemistry.",CH,General Chemistry I,raw_cleaned
4282845,2017,FALL,utexas,M408C,4,C+,"Introduction to the theory and applications of differential and integral calculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions.",M,M408C,raw_cleaned
4282845,2017,FALL,utexas,ME302,3,A-,"Orientation to mechanical engineering problem solving, design process, and professional tools.",ME,Introduction to Engineering Design and Graphics,raw_cleaned
4282845,2018,SPRING,utexas,M408D,4,D,"Calculus sequence covering series, vectors, partial derivatives, and multiple integrals.",M,Calculus II,raw_cleaned
4282845,2019,FALL,utexas,ARH301,3,A-,A broad survey of selected traditions of art with an emphasis upon understanding their visual elements and cultural significance.,ARH,ARH301,raw_cleaned
4282845,2019,FALL,utexas,M408D,4,A,"Calculus sequence covering series, vectors, partial derivatives, and multiple integrals.",M,Calculus II,raw_cleaned
4282845,2019,FALL,utexas,ME177K,1,A,"Independent project carried out under the supervision of a faculty member in mechanical engineering. Student prepares a project proposal and a final report, each of which is evaluated by the faculty committee on individual projects. For 177K, three to five laboratory hours and one consultation hour with the faculty supervisor a week for one semester; for 277K, five to ten laboratory hours and one consultation hour with the faculty supervisor a week for one semester; for 377K, ten to fifteen laboratory hours and one consultation hour with the faculty supervisor a week for one semester. Only one of the following may be counted: Mechanical Engineering 325L, 362K, 371K, 177K, 277K, 377K. Prerequisite: A University grade point average of at least 2.50 and a grade point average in the major of at least 2.50; and approval of project proposal by the faculty committee on individual projects.",ME,ME177K,raw_cleaned
4282845,2019,FALL,utexas,ME302,3,A,"Orientation to mechanical engineering problem solving, design process, and professional tools.",ME,Introduction to Engineering Design and Graphics,raw_cleaned
4282845,2019,FALL,utexas,UGS303,3,A,"Seminar-style course emphasizing critical thinking, writing, and interdisciplinary exploration.",UGS,First-Year Signature Course,raw_cleaned
4282845,2020,FALL,utexas,ECO329,3,A,"Interpretation of economic data. Introduction to statistical models, estimation, and inference in economics. Three lecture hours a week for one semester. Prerequisite:_conomics 304K_nd?04L_ith a grade of at least C- in each; and_athematics 408C_nd?08D, or?08K_nd?08L, or?08N_nd?08S, or?08K_nd?08S, or?08C_nd?08L, or?08C_nd?08S, or?08N_nd?08L, with a grade of at least C- in each.",ECO,ECO329,raw_cleaned
4282845,2020,FALL,utexas,ME134L,1,A,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Materials Engineering.,ME,Materials Engineering Laboratory,raw_cleaned
4282845,2020,FALL,utexas,ME314D,3,A,Kinematics and kinetics of particles and rigid bodies with engineering applications.,ME,Dynamics,raw_cleaned
4282845,2020,FALL,utexas,ME318M,3,A,"Applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to mechanical engineering problems.",ME,Programming and Engineering Computational Methods,raw_cleaned
4282845,2020,FALL,utexas,ME334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials.",ME,Materials Engineering,raw_cleaned
4282845,2020,SPRING,utexas,ECO304K,3,A,"Analysis of the economic behavior of individual consumers, firms, and workers. Demand, supply, and market equilibrium. Impact of taxes, externalities, and market power on equilibrium.",ECO,ECO304K,raw_cleaned
4282845,2020,SPRING,utexas,EM306,3,A,"Forces, moments, equilibrium, and engineering analysis of rigid bodies.",EM,Statics,raw_cleaned
