student_id,year,semester,institution,course_number,credits,grade,course_description
4246283,2020,SUMMER,utexas,LEB N320F,3,B,"Restricted to non-McCombs School of Business majors. Not open to law students. Introduction to the legal problems confronting businesses in the global environment. Three lecture hours a week for one semester. Only one of the following may be counted:_egal Environment of Business 320F,?23, and?23H. Prerequisite: Forty-five semester hours of college coursework."
4246283,2020,SUMMER,utexas,MIS N302F,3,A,"Restricted to non-McCombs School of Business majors. Explores how information technology helps to achieve competitive advantage and improve decision making, business processes, operations, and organizational design. Uses a cross-functional perspective to recognize the role of technology across business activities of management, finance, marketing, human resources, and operations. Three lecture hours a week for one semester._anagement Information Systems 301_nd?02F_ay not both be counted."
4246283,2020,SUMMER,utexas,HIS F315K,3,A,Survey of United States history from the colonial period through the Civil War. Three lecture hours or two lecture hours and one discussion hour a week for one semester.
4246283,2020,FALL,utexas,E M 319,3,A,"Internal forces and deformations in solids; stress and strain in elastic and plastic solids; application to simple engineering problems. Three lecture hours a week for one semester, with discussion hours if necessary. Prerequisite:_ngineering Mechanics 306, and_athematics 408D_r?08M_ith a grade of at least C- in each."
4246283,2020,FALL,utexas,M 427L,4,A,"Matrices, elements of vector analysis and calculus of functions of several variables, including gradient, divergence, and curl of a vector field, multiple integrals and chain rules, length and area, line and surface integrals, Green's theorems in the plane and space, and, if time permits, complex analysis. Five class hours a week for one semester. Prerequisite:_athematics 408D,?08L, or?08S_ith a grade of at least C-."
4246283,2020,FALL,utexas,M E 318M,3,A,"An investigation of applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to the solution of mechanical engineering problems. Two lecture hours and one and one-half laboratory hours a week for one semester. Prerequisite:_athematics 427J_r?27K_ith a grade of at least C-."
4246283,2020,FALL,utexas,M E 333T,3,A,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering. Two lecture hours and two laboratory hours a week for one semester. Only one of the following may be counted:_erospace Engineering 333T,_iomedical Engineering 333T,_ommunication 333T,_ivil Engineering 333T,_hemical Engineering 333T,_lectrical Engineering 333T,_ngineering Studies 333T,_echanical Engineering 333T,_etroleum and Geosystems Engineering 333T. Prerequisite:_hetoric and Writing 306_r_nglish 303C_ith a grade of at least C-."
4246283,2020,FALL,utexas,M E 314D,3,A-,"Analysis of motions, forces, momenta, and energies in mechanical systems. Three lecture hours and one discussion hour a week for one semester._echanical Engineering 314D_nd?24_ay not both be counted. Prerequisite:_ngineering Mechanics 306_nd_athematics 408D_r?08M_ith a grade of at least C- in each."
4246283,2021,SPRING,utexas,M E 330,3,B+,"Fluid properties, statics, conservation laws, inviscid and viscous incompressible flow, flow in confined streams and around objects. Three lecture hours a week for one semester. Prerequisite:_ngineering Mechanics 306,_athematics 427J_r?27K, and_echanical Engineering 316T_r?26_r?26H, with a grade of at least C- in each; and credit or registration for_echanical Engineering 130L."
4246283,2021,SPRING,utexas,M E 130L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems. One lecture hour and two laboratory hours a week for one semester. Prerequisite: Credit or registration for Mechanical Engineering 330."
4246283,2021,SPRING,utexas,M E 334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials. Three lecture hours a week for one semester. Prerequisite:_hemistry 301_ith a grade of at least C- and credit or registration for_echanical Engineering 134L,_hysics 303L_r?16,?03N_r?16L, and_ngineering Mechanics 319."
4246283,2021,SPRING,utexas,M E 134L,1,A-,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in_echanical Engineering 334. One lecture hour and three laboratory hours a week for one semester. Prerequisite: Credit or registration for_echanical Engineering 334_nd_ngineering Mechanics 319.
4246283,2021,SPRING,utexas,M E 335,3,A,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control. Three lecture hours and one discussion hour a week for one semester. Prerequisite:_athematics 408D_r?08M_ith a grade of at least C-"
4246283,2021,SPRING,utexas,ACC 310F,3,A-,"Restricted to non-McCombs School of Business majors. An introduction to financial and managerial accounting, with emphasis on the content, interpretation, and uses of accounting reports. Discussion of the determination and reporting of net income and financial position, and the theories underlying business financial statements; consideration of managerial accounting topics designed to extend the student's knowledge to the planning and controlling of the operations of the firm. Three lecture hours a week for one semester. May not be counted toward the Bachelor of Business Administration degree."
4246283,2021,SPRING,utexas,NSC 325,3,A,"Design, research, prototype, and test a STEM-related product or solution. Three lecture hours a week for one semester. May be repeated for credit when the topics vary."
4246672,2021,FALL,utexas,M E 338,3,A-,"Analysis for the design and manufacture of basic mechanical elements, and their role in the design of machines; application of finite element modeling. Three lecture hours a week for one semester. Prerequisite:_ngineering Mechanics 319_nd_echanical Engineering 334_ith a grade of at least C- in each."
4246672,2021,FALL,utexas,M E 339,3,B+,"Steady and transient heat conduction; forced and natural convection; radiation; introduction to heat exchangers and applications. Three lecture hours a week for one semester. Prerequisite:_echanical Engineering 218_r?18M,?30, and?30L_ith a grade of at least C- in each; and credit or registration for_echanical Engineering 139L."
4246672,2021,FALL,utexas,M E 139L,1,A-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems. One lecture hour and two laboratory hours a week for one semester. Prerequisite: Credit or registration for Mechanical Engineering 339."
4246672,2021,FALL,utexas,M E 340,3,B,"Theory and application of electrical circuits, electronics, and electromechanical devices; concepts in electrical power transmission; instrumentation; feedback; integration of electronics and instrumentation with mechanical engineering systems (mechatronics). Three lecture hours a week for one semester. Aerospace Engineering 375 and Mechanical Engineering 340 may not both be counted. Prerequisite: Mechanical Engineering 318M, Physics 303L or 316, and 103N or 116L with a grade of at least C- in each; and credit or registration for Mechanical Engineering 140L."
4246672,2021,FALL,utexas,M E 140L,1,A,"Hands-on laboratory using hand-held and bench-top electronic test and prototyping equipment for circuits and mechatronics applications; computer-aided instrumentation and data acquisition; laboratory study in design, prototyping, and testing with electrical and electronics components and electromechanical devices. One lecture hour and two laboratory hours a week for one semester. Prerequisite: Credit or registration for Mechanical Engineering 340."
4246672,2021,FALL,utexas,MAN 320F,3,C+,"Restricted to non-McCombs School of Business majors. An introduction to the management of organizations. Issues are addressed from the perspectives of strategy and planning, organizational behavior, and operations management. Three lecture hours a week for one semester. Only one of the following may be counted:_anagement 320F,?36_nd?36H. Prerequisite: Forty-five semester hours of college coursework."
4246672,2022,SPRING,utexas,M E 344,3,,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient, steady-state behavior; introduction to feedback control. Three lecture hours a week for one semester. Prerequisite: Mathematics 427J or 427K, Mechanical Engineering 205 or 318M, and 324 or 314D with a grade of at least C- in each; Mechanical Engineering 340 and 140L with a grade of at least C- in each; and credit or registration for Mechanical Engineering 144L or 244L."
4246672,2022,SPRING,utexas,M E 144L,1,,"Modeling of engineering systems, digital simulation, and assessment of results with experimental study; methods for analysis of first- and second-order systems, system identification, frequency response and feedback control principles; hands-on experimentation with mechanical, fluid, electrical, and magnetic systems; data acquisition and analysis using oscilloscopes and microcomputer-based analog-to-digital and digital-to-analog conversion; theoretical and practical principles governing the design and use of various sensors and transducers. For 144L, one lecture hour and two laboratory hours a week for one semester; for 244L, one lecture hour and three laboratory hours a week for one semester. Prerequisite: Credit or registration for Mechanical Engineering 344."
4246672,2022,SPRING,utexas,M E 350R,3,,"Studies the analysis and synthesis of motions of mechanisms in order to design robotic systems. Examines motion properties of mechanisms including degrees of freedom, velocity, and acceleration. Explores ideas and motion analysis for robotic systems for a wide range of applications including spatial, industrial and medical robotics. Three lecture hours a week for one semester. Mechanical Engineering 350R and 379M (Topic: Robot Mechanism Design) may not both be counted. Prerequisite: Engineering Mechanics 306, and Mechanical Engineering 218 or 318M and 314D or 324, with a grade of at least C- in each."
4246672,2022,SPRING,utexas,M E 372J,3,,"Component technologies for precision machines based on dynamic modeling and motion programming: cams, linkages, planar robot manipulators and open architecture vehicles. Homework includes 15 simulations. Three lecture hours a week for one semester. Prerequisite: Upper-division standing and credit or registration for Mechanical Engineering 324."
4246672,2022,SPRING,utexas,M E 379M,3,,"For each semester hour of credit earned, the equivalent of one lecture hour a week for one semester. May be repeated for credit when the topics vary. Prerequisite: Prerequisites vary with the topic."
4246672,2019,FALL,utexas,M408D,4,A-,"This is the second semester of the accelerated calculus sequence. The theory and applications of sequences and infinite series, including those involving functions of one variable, and an introduction to the theory and applications of differential and integral calculus of functions of several variables; subjects include methods of integration, parametric equations, sequences, infinite series, power series, functions of several variables, partial derivatives, and multiple integrals."
4246672,2019,FALL,utexas,ME302,3,A,"Introduction to mechanical engineering education and practice through lectures and laboratory experiences. Graphics and modeling fundamentals for engineering design: freehand sketching, computer modeling of solid geometry, and generation of engineering drawings. Introduction to reverse engineering, computer-aided design, rapid prototyping, and manufacturing. Application of the design process and problem solving through individual and team projects."
4246672,2019,FALL,utexas,RTF306,3,A,"Survey of the aesthetic, cultural, economic, political, and technological trends impacting motion pictures around the world from their origins in the late nineteenth century through the present."
4246672,2019,FALL,utexas,CH301,3,A,"CH301 is the first of a two-semester sequence designed to prepare you for study in STEM fields. This course demands much of its students, with study time in and outside of class and in thoughtful reflection and application of knowledge. We touch on a variety of topics including gases, electronic structure and periodic trends, classical bonding, VSEPR, Lewis Dot structures, quantum, VB and MO theories, polarity, intermolecular forces, and thermodynamics."
4246672,2019,FALL,utexas,HIS315L,3,CR,Survey of United States history since the Civil War.
4246672,2019,FALL,utexas,M408C,4,CR,"Introduction to the theory and applications of differential and integralcalculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions."
4246672,2019,FALL,utexas,RHE306,3,CR,An introductory writing course that includes instruction in practical reasoning and the principles of rhetoric.
4246672,2020,SPRING,utexas,M427J,4,A,"Ordinary differential equations, introduction to vector spaces, linear operators and eigenvalues, systems of linear differential equations, introduction to partial differential equations and Fourier series."
4246672,2020,SPRING,utexas,PHY103M,1,A,Laboratory For PHY303K
4246672,2020,SPRING,utexas,PHY303K,3,A,"A general survey of physics; primarily laws of motion, heat, and wave phenomena."
4246672,2020,SPRING,utexas,SOC302,3,A,"The nature of human societies, social processes, social interaction, andthe sociological approach."
4246672,2020,SPRING,utexas,UGS303,3,A,"Large-group lecture and discussion class focusing on a contemporary issue. Designed to introduce undergraduates to scholarly analysis from an interdisciplinary perspective. Includes an introduction to Universityresources, such as research facilities, museums, and attendance at University lectures or performances as assigned. Multiple sections may be offered in the fall and spring with various topics and instructors."
4246672,2020,SPRING,utexas,HIS315K,3,CR,Survey of United States history from the colonial period through the Civil War.
4246672,2020,FALL,utexas,PHY103N,1,A,Laboratory For PHY303L
4246672,2020,FALL,utexas,ME316T,3,A,"Properties, heat and work, first and second laws, thermodynamic processes, introduction to ideal power cycles."
4246672,2020,FALL,utexas,GOV312L,3,A,"Analysis of underlying themes concerned with American political institutions and policies, including the United States Constitution."
4246672,2020,FALL,utexas,PHY303L,3,A,"Electricity and magnetism, optics, and atomic phenomena."
4246672,2020,FALL,utexas,EM306,3,A,"Vector algebra, force systems, free-body diagrams; engineering applications of equilibrium, including frames, friction, distributed loads; centroids, moments of inertia."
4246672,2020,FALL,utexas,ME333T,3,A,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering."
4246672,2021,SPRING,utexas,ME314D,3,A,"Analysis of motions, forces, momenta, and energies in mechanical systems."
4246672,2021,SPRING,utexas,EM319,3,A,Internal forces and deformations in solids; stress and strain in elasticand plastic solids; application to simple engineering problems.
4246672,2021,SPRING,utexas,M427L,4,A,"Matrices, elements of vector analysis and calculus of functions of several variables, including gradient, divergence, and curl of a vector field, multiple integrals and chain rules, length and area, line and surface integrals, Green's theorems in the plane and space, and, if timepermits, complex analysis."
4246672,2021,SPRING,utexas,ME318M,3,A,"An investigation of applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to the solution of mechanical engineering problems."
4246672,2021,FALL,utexas,ME134L,1,A-,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Mechanical Engineering 334.
4246672,2021,FALL,utexas,ME130L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysisas applied to thermodynamics, fluid mechanics, and heat transfer systems."
4246672,2021,FALL,utexas,GEO303,3,A,"Mineral and rock composition of the earth; measurement of geologic time;origin and evolution of life; earth's interior; plate tectonics; depositional environments and processes; ancient climates; humans, earthresources, and the environment."
4246672,2021,FALL,utexas,ME335,3,A-,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control."
4246672,2021,FALL,utexas,ME334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials"
4246672,2021,FALL,utexas,ME330,3,A,"Fluid properties, statics, conservation laws, inviscid and viscous incompressible flow, flow in confined streams and around objects."
4246672,2022,SPRING,utexas,ME140L,1,#,"Hands-on laboratory using hand-held and bench-top electronic test and prototyping equipment for circuits and mechatronics applications; computer-aided instrumentation and data acquisition; laboratory study indesign, prototyping, and testing with electrical and electronics components and electromechanical devices."
4246672,2022,SPRING,utexas,ME340,3,#,"Theory and application of electrical circuits, electronics, and electromechanical devices; concepts in electrical power transmission; instrumentation; feedback; integration of electronics and instrumentation with mechanical engineering systems (mechatronics)."
4246672,2022,SPRING,utexas,ME139L,1,#,"Experimental design concepts, uncertainty analysis, and systems analysisas applied to thermodynamics, fluid mechanics, and heat transfer systems."
4246672,2022,SPRING,utexas,ME339,3,#,Steady and transient heat conduction; forced and natural convection; radiation; introduction to heat exchangers and applications.
4246672,2022,SPRING,utexas,ME379M,3,#,"This course provides students with the knowledge to analyze and interpret data sets using industry-standard methodology. Key skills include learning how to clean, visualize, and perform industry-specific analysis on large data sets. Using predictive analysis and machine learning, students will build models to make defensible connections in the data. Upon finishing this model, students will verify/validate their hypothesis and conclusions. The course culminates in the creation of an interactive dashboard presenting the given correlations. By _elling the story?of their journey through the data, students will relay the skills they learned to their peers."
4246672,2022,SPRING,utexas,ME338,3,#,"Analysis for the design and manufacture of basic mechanical elements, and their role in the design of machines; application of finite element modeling."
4247858,2019,FALL,utexas,UGS 303,3,A,"Explores the doctor-patient relationship from the perspectives of patient autonomy, informed consent, and collaboration in decision-making. Considers the role of religious beliefs, the effect of government mandated health care policy, and the physician's responsibility as an advocate for a healthy environment and health as a human right."
4247858,2020,FALL,utexas,HIS 317L,3,A,"Examines the major organizations, key figures, and ideologies of the Black Power movement from the late 1960s and early 1970s."
4247858,2020,SUMMER,utexas,PHY 303L,3,A,"Electricity and magnetism, optics, and atomic phenomena."
4247858,2019,FALL,utexas,CH 301,3,CR,"Three lecture hours a week for one semester; some sections may also require one enrichment/discussion hour a week. Only one of the following may be counted:_hemistry 301,?01C,?01H,?01N,?04K. Prerequisite: An appropriate score on the Department of Chemistry placement examination."
4247858,2019,FALL,utexas,HIS 315L,3,CR,Survey of United States history since the Civil War.
4247858,2019,FALL,utexas,RHE 306,3,CR,An introductory writing course that includes instruction in practical reasoning and the principles of rhetoric.
4247858,2019,FALL,utexas,M 408C,3,CR,"Introduction to the theory and applications of differential and integralcalculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions."
4247858,2019,FALL,utexas,PHY 303K,3,CR,"A general survey of physics; primarily laws of motion, heat, and wave phenomena."
4247858,2020,SPRING,utexas,CC 303,3,A,"Survey of major Greek and Roman myths and their influence on literature,art, and music."
4247858,2019,FALL,utexas,ME 333T,3,A,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering."
4247858,2019,FALL,utexas,M 408D,4,A,"This is the second semester of the accelerated calculus sequence. The theory and applications of sequences and infinite series, including those involving functions of one variable, and an introduction to the theory and applications of differential and integral calculus of functions of several variables; subjects include methods of integration, parametric equations, sequences, infinite series, power series, functions of several variables, partial derivatives, and multiple integrals."
4247858,2019,FALL,utexas,M 408C,4,CR,"Introduction to the theory and applications of differential and integralcalculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions."
4247858,2020,SPRING,utexas,M 427J,4,A,"Ordinary differential equations, introduction to vector spaces, linear operators and eigenvalues, systems of linear differential equations, introduction to partial differential equations and Fourier series."
4247858,2019,FALL,utexas,PHY 103M,1,CR,"Two laboratory hours a week for one semester. Only one of the following may be counted: Physics 101L, 102M, 103M, 105M, 117M. Prerequisite: Credit with a grade of at least C- or registration for Physics 303K."
4247858,2020,SUMMER,utexas,PHY 103N,1,A,"Two laboratory hours and one discussion hour a week for one semester. Only one of the following may be counted:_hysics 102N,?03N,?05N,?16L,?17N. Prerequisite: Credit with a grade of at least C- or registration for_hysics 303L."
4247858,2019,FALL,utexas,ME 302,3,A,"Introduction to mechanical engineering education and practice through lectures and laboratory experiences. Graphics and modeling fundamentals for engineering design: freehand sketching, computer modeling of solid geometry, and generation of engineering drawings. Introduction to reverse engineering, computer-aided design, rapid prototyping, and manufacturing. Application of the design process and problem solving through individual and team projects."
4247858,2020,SPRING,utexas,EM 306,3,A,"Vector algebra, force systems, free-body diagrams; engineering applications of equilibrium, including frames, friction, distributed loads; centroids, moments of inertia."
4247858,2020,SPRING,utexas,ME 316T,3,CR,"Properties, heat and work, first and second laws, thermodynamic processes, introduction to ideal power cycles. Three lecture hours a week for one semester, with additional hours to be arranged. Only one of the following may be counted:_echanical Engineering 326,?26H,?16T. Prerequisite:_hemistry 301,_athematics 408D_r?08M, and_hysics 301_r?03K_ith a grade of at least C- in each."
4247858,2020,FALL,utexas,EM 319,3,CR,"Internal forces and deformations in solids; stress and strain in elastic and plastic solids; application to simple engineering problems. Three lecture hours a week for one semester, with discussion hours if necessary. Prerequisite:_ngineering Mechanics 306, and_athematics 408D_r?08M_ith a grade of at least C- in each."
4247858,2020,FALL,utexas,ME 318M,3,A,"An investigation of applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to the solution of mechanical engineering problems. Two lecture hours and one and one-half laboratory hours a week for one semester. Prerequisite:_athematics 427J_r?27K_ith a grade of at least C-."
4247858,2020,FALL,utexas,ME 314D,3,A-,"Analysis of motions, forces, momenta, and energies in mechanical systems. Three lecture hours and one discussion hour a week for one semester._echanical Engineering 314D_nd?24_ay not both be counted. Prerequisite:_ngineering Mechanics 306_nd_athematics 408D_r?08M_ith a grade of at least C- in each."
4247858,2021,SPRING,utexas,ME 330,3,CR,"Fluid properties, statics, conservation laws, inviscid and viscous incompressible flow, flow in confined streams and around objects. Three lecture hours a week for one semester. Prerequisite:_ngineering Mechanics 306,_athematics 427J_r?27K, and_echanical Engineering 316T_r?26_r?26H, with a grade of at least C- in each; and credit or registration for_echanical Engineering 130L."
4247858,2021,SPRING,utexas,ME 134L,1,A,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in_echanical Engineering 334. One lecture hour and three laboratory hours a week for one semester. Prerequisite: Credit or registration for_echanical Engineering 334_nd_ngineering Mechanics 319.
4247858,2021,SPRING,utexas,ME 334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials. Three lecture hours a week for one semester. Prerequisite:_hemistry 301_ith a grade of at least C- and credit or registration for_echanical Engineering 134L,_hysics 303L_r?16,?03N_r?16L, and_ngineering Mechanics 319."
4247858,2021,SPRING,utexas,ME 335,3,A-,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control. Three lecture hours and one discussion hour a week for one semester. Prerequisite:_athematics 408D_r?08M_ith a grade of at least C-"
4247858,2021,SPRING,utexas,ME 130L,1,A-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems. One lecture hour and two laboratory hours a week for one semester. Prerequisite: Credit or registration for Mechanical Engineering 330."
4247858,2021,FALL,utexas,ME 140L,1,A,"Hands-on laboratory using hand-held and bench-top electronic test and prototyping equipment for circuits and mechatronics applications; computer-aided instrumentation and data acquisition; laboratory study in design, prototyping, and testing with electrical and electronics components and electromechanical devices. One lecture hour and two laboratory hours a week for one semester. Prerequisite: Credit or registration for Mechanical Engineering 340."
4247858,2021,FALL,utexas,ME 353,3,A,"Evaluating the financial impact of engineering decisions. Comparing alternatives with cash flow analysis considering rate of return, inflation, and taxes, with emphasis on analyzing risk. Managing complex projects with activity scheduling and resource allocation considering cash flows. Methods include probabilistic analysis and simulation."
4247858,2021,FALL,utexas,ME 139L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems. One lecture hour and two laboratory hours a week for one semester. Prerequisite: Credit or registration for Mechanical Engineering 339."
4247858,2021,FALL,utexas,ME 338,3,A-,"Analysis for the design and manufacture of basic mechanical elements, and their role in the design of machines; application of finite element modeling. Three lecture hours a week for one semester. Prerequisite:_ngineering Mechanics 319_nd_echanical Engineering 334_ith a grade of at least C- in each."
4247858,2021,FALL,utexas,ME 339,3,B+,"Steady and transient heat conduction; forced and natural convection; radiation; introduction to heat exchangers and applications. Three lecture hours a week for one semester. Prerequisite:_echanical Engineering 218_r?18M,?30, and?30L_ith a grade of at least C- in each; and credit or registration for_echanical Engineering 139L."
4247858,2021,FALL,utexas,ME 340,3,B+,"Theory and application of electrical circuits, electronics, and electromechanical devices; concepts in electrical power transmission; instrumentation; feedback; integration of electronics and instrumentation with mechanical engineering systems (mechatronics). Three lecture hours a week for one semester. Aerospace Engineering 375 and Mechanical Engineering 340 may not both be counted. Prerequisite: Mechanical Engineering 318M, Physics 303L or 316, and 103N or 116L with a grade of at least C- in each; and credit or registration for Mechanical Engineering 140L."
4247858,2022,SPRING,utexas,ME 144L,1,NOW,"Modeling of engineering systems, digital simulation, and assessment of results with experimental study; methods for analysis of first- and second-order systems, system identification, frequency response and feedback control principles; hands-on experimentation with mechanical, fluid, electrical, and magnetic systems; data acquisition and analysis using oscilloscopes and microcomputer-based analog-to-digital and digital-to-analog conversion; theoretical and practical principles governing the design and use of various sensors and transducers. For 144L, one lecture hour and two laboratory hours a week for one semester; for 244L, one lecture hour and three laboratory hours a week for one semester. Prerequisite: Credit or registration for Mechanical Engineering 344."
4247858,2022,SPRING,utexas,ME 344,3,NOW,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient, steady-state behavior; introduction to feedback control. Three lecture hours a week for one semester. Prerequisite: Mathematics 427J or 427K, Mechanical Engineering 205 or 318M, and 324 or 314D with a grade of at least C- in each; Mechanical Engineering 340 and 140L with a grade of at least C- in each; and credit or registration for Mechanical Engineering 144L or 244L."
4247858,2022,SPRING,utexas,ME 366J,3,NOW,An examination of structured methodologies for designing mechanical systems; reverse engineering/redesign projects and conceptual design projects.
4248155,2020,FALL,utexas,M 427L,4,A,"Matrices, elements of vector analysis and calculus of functions of several variables, including gradient, divergence, and curl of a vector field, multiple integrals and chain rules, length and area, line and surface integrals, Green's theorems in the plane and space, and, if timepermits, complex analysis."
4248155,2022,SPRING,utexas,ACC 310F,3,NOW,"An introduction to financial and managerial accounting, with emphasis on the content, interpretation, and uses of accounting reports. Discussion of the determination and reporting of net income and financial position, and the theories underlying business financial statements; consideration of managerial accounting topics designed to extend the student's knowledge to the planning and controlling of the operations of the firm."
4248155,2021,SPRING,utexas,ME 355K,3,A,"Time-domain and frequency-domain analysis of vibrating systems; matrix methods, instrumentation, and vibration control; numerical methods."
4248155,2022,SPRING,utexas,ME 379M,3,NOW,"For each semester hour of credit earned, the equivalent of one lecture hour a week for one semester. May be repeated for credit when the topics vary. Prerequisite: Prerequisites vary with the topic."
4248155,2018,Fall,utexas,UGS303,3,A,"Restricted to first-year students. Large-group lecture and discussion class focusing on a contemporary issue. Designed to introduce undergraduates to scholarly analysis from an interdisciplinary perspective. Includes an introduction to University resources, such as research facilities, museums, and attendance at University lectures or performances as assigned. Multiple sections may be offered in the fall and spring with various topics and instructors. Three lecture hours a week for one semester. Some sections may require additional meeting times; these are identified in the Course Schedule. Only one of the following may be counted"
4248155,2018,Fall,utexas,TD301,3,A,Open to all University students except majors in the Department of Theatre and Dance. A study of theatrical texts and practices of the past and present. Three lecture hours a week for one semester; attendance at all major productions of the department is required.
4248155,2018,Fall,utexas,M408C,4,A,"Introduction to the theory and applications of differential and integral calculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions. Three lecture hours and two discussion hours a week for one semester. Only one of the following may be counted: Mathematics 403K, 408C, 408K, 408N, 408Q, 408R. Prerequisite: An appropriate score on the mathematics placement exam or Mathematics 305G with a grade of at least B-."
4248155,2018,Fall,utexas,PHY110C,1,A,"Supervised study of selected topics in physics, by individual arrangement with department and instructor. Conference course. May be repeated for credit when the topics vary. Offered on the pass/fail basis only. Prerequisite: Written consent of instructor."
4248155,2018,Fall,utexas,CH301,3,A,"Three lecture hours a week for one semester; some sections may also require one enrichment/discussion hour a week. Only one of the following may be counted: Chemistry 301, 301C, 301H, 301N, 304K. Prerequisite: An appropriate score on the Department of Chemistry placement examination."
4248155,2019,Spring,utexas,PHY303K,3,A,"A general survey of physics; primarily laws of motion, heat, and wave phenomena. Three lecture hours and one discussion hour a week for one semester. Only one of the following may be counted: Physical Science 303, Physics 301, 302K, 303K, 309K, 317K. Prerequisite: Credit with a grade of at least C- or registration in Mathematics 408D, 408L, or 408S, and Physics 103M; and an appropriate score on the physics assessment exam."
4248155,2019,Spring,utexas,M408D,4,A,"Certain sections of this course are designated as advanced placement or honors sections; they are restricted to students who have scored well on the Advanced Placement Calculus BC exam or have the consent of the mathematics adviser. This is the second semester of the accelerated calculus sequence. The theory and applications of sequences and infinite series, including those involving functions of one variable, and an introduction to the theory and applications of differential and integral calculus of functions of several variables; subjects include methods of integration, parametric equations, sequences, infinite series, power series, functions of several variables, partial derivatives, and multiple integrals. Three lecture hours and two discussion hours a week for one semester. Only one of the following may be counted: Mathematics 403L, 408D, 408M (or 308M). Prerequisite: Mathematics 408C, 408L, or 408S with a grade of at least C-."
4248155,2019,Spring,utexas,RS310,3,A,Introduction to scholarly methods in the study of religion. Three lecture hours a week for one semester. Religious Studies 310 and Sociology 313K may not both be counted.
4248155,2019,Spring,utexas,PHY103M,1,A,"Two laboratory hours a week for one semester. Only one of the following may be counted: Physics 101L, 102M, 103M, 105M, 117M. Prerequisite: Credit with a grade of at least C- or registration for Physics 303K."
4248155,2019,Spring,utexas,GOV312L,3,A,"Analysis of underlying themes concerned with American political institutions and policies, including the United States Constitution. Three lecture hours or two lecture hours and one discussion hour a week for one semester. May be paired with Government 310L to satisfy the legislative Core requirement for government. Offered on the letter-grade basis only."
4248155,2019,Fall,utexas,M427J,4,B-,"Ordinary differential equations, introduction to vector spaces, linear operators and eigenvalues, systems of linear differential equations, introduction to partial differential equations and Fourier series. Five lecture hours a week for one semester. Mathematics 427J and 427K may not both be counted. Prerequisite: Mathematics 408D, 408L, or 408S with a grade of at least C-."
4248155,2019,Fall,utexas,EM306,3,B,"Vector algebra, force systems, free-body diagrams; engineering applications of equilibrium, including frames, friction, distributed loads; centroids, moments of inertia. Three lecture hours and two discussion hours a week for one semester. Prerequisite: Mathematics 408D, 408L, 408M, or 408S, and Physics 301 or 303K with a grade of at least C- in each."
4248155,2019,Fall,utexas,PHY303L,3,A,"Electricity and magnetism, optics, and atomic phenomena. Three lecture hours and one discussion hour a week for one semester. Only one of the following may be counted: Physical Science 304, Physics 302L, 303L, 309L, 316, 317L. Prerequisite: Physics 303K and 103M with a grade of at least C- in each; credit with a grade of at least C- or registration in Mathematics 408D or 408M, and Physics 103N."
