student_id,year,semester,institution,course_number,credits,grade,course_description
4546528,2023,Spring,utexas,M E 350,3,A,Hands-on manual and computer-numerical-controlled machine tool operation. Part design and tool selection for production.
4547327,2024,SPRING,utexas,ORI366,3,,"Formulation and solution-interpretation for operations research models requiring, for example, optimization, simulation, or analysis of Markov chains or queues. Applications include manufacturing design and control, routing and scheduling, plant location, inventory analysis, and management of queueing systems."
4547327,2024,SPRING,utexas,ME266K,2,,"Creative design, analysis, selection, development, and fabrication of engineering components and systems. Development of team project with faculty adviser and sponsoring engineer."
4547327,2024,SPRING,utexas,ME266P,2,,Development of individual team project in association with faculty adviser and sponsoring project engineer.
4547327,2024,SPRING,utexas,GOV310L,3,CR,"A basic survey of American government, including fundamental political institutions, federal, state, and local; special attention to the United States and Texas Constitutions."
4547327,2023,FALL,utexas,ME144L,1,C-,"Modeling of engineering systems, digital simulation, and assessment of results with experimental study; methods for analysis of first- and second-order systems, system identification, frequency response and feedback control principles; hands-on experimentation with mechanical, fluid, electrical, and magnetic systems; data acquisition and analysis using oscilloscopes and microcomputer-based analog-to-digital and digital-to-analog conversion; theoretical and practical principles governing the design and use of various sensors and transducers."
4547327,2023,FALL,utexas,ME366J,3,B-,An examination of structured methodologies for designing mechanical systems; reverse engineering/redesign projects and conceptual design projects.
4547327,2023,FALL,utexas,ME344,3,B+,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient, steady-state behavior; introduction to feedback control."
4547327,2023,FALL,utexas,JPN601D,6,C+,"Emphasis on basic skills in listening and speaking Japanese and in reading and writing hiragana, katakana, and kanji. Introduction to Japanese culture. Includes computer-assisted instruction."
4547327,2023,SPRING,utexas,E316L,3,A,"Introduction to masterpieces of the British literary tradition, emphasizing historical, generic, and thematic connections."
4547327,2023,SPRING,utexas,ME338,3,B+,"Analysis for the design and manufacture of basic mechanical elements, and their role in the design of machines; application of finite element modeling. "
4547327,2023,SPRING,utexas,ME353,3,A-,"Evaluating the financial impact of engineering decisions. Comparing alternatives with cash flow analysis considering rate of return, inflation, and taxes, with emphasis on analyzing risk. Managing complex projects with activity scheduling and resource allocation considering cash flows. Methods include probabilistic analysis and simulation."
4547327,2023,SPRING,utexas,ME339,3,B,Steady and transient heat conduction; forced and natural convection; radiation; introduction to heat exchangers and applications.
4547327,2023,SPRING,utexas,ME139L,1,B-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems."
4547327,2023,SPRING,utexas,CHE379,3,A,Nanomaterials Chemistry and Engineering
4547327,2022,FALL,utexas,ME340,3,A-,"Theory and application of electrical circuits, electronics, and electromechanical devices; concepts in electrical power transmission; instrumentation; feedback; integration of electronics and instrumentation with mechanical engineering systems (mechatronics)."
4547327,2022,FALL,utexas,ME140L,1,A,"Hands-on laboratory using hand-held and bench-top electronic test and prototyping equipment for circuits and mechatronics applications; computer-aided instrumentation and data acquisition; laboratory study in design, prototyping, and testing with electrical and electronics components and electromechanical devices."
4547327,2022,FALL,utexas,ME334,3,C+,"Fundamental aspects of the structure, properties, and behavior of engineering materials."
4547327,2022,FALL,utexas,ME134L,1,B-,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Mechanical Engineering 334.
4547327,2022,FALL,utexas,ME330,3,C,"Fluid properties, statics, conservation laws, inviscid and viscous incompressible flow, flow in confined streams and around objects."
4547327,2022,FALL,utexas,ME130L,1,B,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems."
4547327,2022,SPRING,utexas,EM319,3,C,Internal forces and deformations in solids; stress and strain in elastic and plastic solids; application to simple engineering problems. 
4547327,2022,SPRING,utexas,ME314D,3,C,"Analysis of motions, forces, momenta, and energies in mechanical systems."
4547327,2022,SPRING,utexas,ME318M,3,B+,"An investigation of applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to the solution of mechanical engineering problems."
4547327,2022,SPRING,utexas,M427L,4,B+,"Matrices, elements of vector analysis and calculus of functions of several variables, including gradient, divergence, and curl of a vector field, multiple integrals and chain rules, length and area, line and surface integrals, Green's theorems in the plane and space, and, if time permits, complex analysis."
4547327,2021,FALL,utexas,ME316T,3,C-,"Properties, heat and work, first and second laws, thermodynamic processes, introduction to ideal power cycles."
4547327,2021,FALL,utexas,ME335,3,C,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control."
4547327,2021,FALL,utexas,M427J,4,C,"Ordinary differential equations, introduction to vector spaces, linear operators and eigenvalues, systems of linear differential equations, introduction to partial differential equations and Fourier series. "
4547327,2021,FALL,utexas,EM306,3,C,"Vector algebra, force systems, free-body diagrams; engineering applications of equilibrium, including frames, friction, distributed loads; centroids, moments of inertia."
4547327,2021,SUMMER,utexas,ACC310F,3,B+,"An introduction to financial and managerial accounting, with emphasis on the content, interpretation, and uses of accounting reports. Discussion of the determination and reporting of net income and financial position, and the theories underlying business financial statements; consideration of managerial accounting topics designed to extend the student's knowledge to the planning and controlling of the operations of the firm."
4547327,2021,SUMMER,utexas,BA320F,3,A,Introduction to the mechanics and strategies for starting a business.
4547327,2021,SUMMER,utexas,MKT320F,3,B,"Introduction to basic concepts and terminology in marketing: the process of developing marketing strategy, the role of marketing activities within the firm, external influences that affect the development of marketing strategy, and basic analytical tools appropriate to marketing decision making."
4547327,2021,SUMMER,utexas,MAN320F,3,A-,"An introduction to the management of organizations. Issues are addressed from the perspectives of strategy and planning, organizational behavior, and operations management."
4547327,2021,SUMMER,utexas,FIN320F,3,B-,"Principles of effective financial management, including planning, organization, and control; financial intermediaries; securities markets; evaluating alternative assets, debt, and capital structures."
4547327,2021,SPRING,utexas,GOV312L,3,B,"Analysis of underlying themes concerned with American political institutions and policies, including the United States Constitution."
4547327,2021,SPRING,utexas,M408D,4,B,"Certain sections of this course are designated as advanced placement or honors sections; they are restricted to students who have scored well on the Advanced Placement Calculus BC exam or have the consent of the mathematics adviser. This is the second semester of the accelerated calculus sequence. The theory and applications of sequences and infinite series, including those involving functions of one variable, and an introduction to the theory and applications of differential and integral calculus of functions of several variables; subjects include methods of integration, parametric equations, sequences, infinite series, power series, functions of several variables, partial derivatives, and multiple integrals."
4547327,2021,SPRING,utexas,HIS315L,3,B,Survey of United States history since the Civil War.
4547327,2021,SPRING,utexas,HIS315G,3,CR,An interdisciplinary introduction to the historical exploration of American culture.
4547327,2020,FALL,utexas,M408C,4,A,"Introduction to the theory and applications of differential and integral calculus of functions of one variable; topics include limits, continuity, differentiation, the mean value theorem and its applications, integration, the fundamental theorem of calculus, and transcendental functions."
4547327,2020,FALL,utexas,ME302,3,A,"Introduction to mechanical engineering education and practice through lectures and laboratory experiences. Graphics and modeling fundamentals for engineering design: freehand sketching, computer modeling of solid geometry, and generation of engineering drawings. Introduction to reverse engineering, computer-aided design, rapid prototyping, and manufacturing. Application of the design process and problem solving through individual and team projects."
4547327,2020,FALL,utexas,MUS303M,3,CR,"Exploration of practices, beliefs, and issues through the study of various musical genres in the regions of Asia, the Middle East, Africa, the Pacific, Europe, and the Americas."
4547327,2020,FALL,utexas,ME333T,3,B+,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering."
4547327,2020,FALL,utexas,UGS302,3,B,"Restricted to first-year students. Seminar class focusing on a contemporary issue. Designed to introduce undergraduates to scholarly analysis from an interdisciplinary perspective. Includes an introduction to University resources, such as research facilities, museums, and attendance at University lectures or performances as assigned. Multiple sections may be offered in the fall and spring with various topics and instructors."
4547327,2020,FALL,utexas,RHE306,3,CR,An introductory writing course that includes instruction in practical reasoning and the principles of rhetoric.
4547327,2020,FALL,utexas,CH301,3,CR,
4547327,2020,FALL,utexas,PHY303L,3,CR,"Electricity and magnetism, optics, and atomic phenomena."
4547327,2020,FALL,utexas,PHY303K,3,CR,"A general survey of physics; primarily laws of motion, heat, and wave phenomena."
4547327,2020,FALL,utexas,PHY103N,1,CR,
4547327,2020,FALL,utexas,PHY103M,1,CR,
4547327,2020,FALL,utexas,ECO304L,3,CR,"Analysis of the economy as a whole. Measurement of output, the price level, and employment. Basic theories of the determination of Gross domestic product, investment and growth, and inflation. Introduction to fiscal policy and monetary policy."
4547327,2020,FALL,utexas,CH302,3,CR,"Development and application of concepts, theories, and laws underlying chemistry."
4548451,2020,FALL,utexas,ME302,3,A,"Introduction to mechanical engineering education and practice through lectures and laboratory experiences. Graphics and modeling fundamentals for engineering design: freehand sketching, computer modeling of solid geometry, and generation of engineering drawings. Introduction to reverse engineering, computer-aided design, rapid prototyping, and manufacturing. Application of the design process and problem solving through individual and team projects."
4548451,2020,FALL,utexas,CH301,3,A-,N/A
4548451,2020,FALL,utexas,ARC308,3,CR,"Introduction to the social contexts, potential, and consequences of architecture and interior design."
4548451,2020,FALL,utexas,M408D,4,B+,"The theory and applications of sequences and infinite series, including those involving functions of one variable, and an introduction to the theory and applications of differential and integral calculus of functions of several variables; subjects include methods of integration, parametric equations, sequences, infinite series, power series, functions of several variables, partial derivatives, and multiple integrals."
4548451,2021,SPRING,utexas,M427J,4,B,"Ordinary differential equations, introduction to vector spaces, linear operators and eigenvalues, systems of linear differential equations, introduction to partial differential equations and Fourier series."
4548451,2021,SPRING,utexas,PHY303K,3,B+,"A general survey of physics; primarily laws of motion, heat, and wave phenomena. "
4548451,2021,SPRING,utexas,GOV310L,3,B+,"A basic survey of American government, including fundamental political institutions, federal, state, and local; special attention to the United States and Texas Constitutions."
4548451,2021,SPRING,utexas,PHY103M,1,A,Participate in an introductory mechanics laboratory.
4548451,2021,SPRING,utexas,UGS303,3,CR,"Restricted to first-year students. Large-group lecture and discussion class focusing on a contemporary issue. Designed to introduce undergraduates to scholarly analysis from an interdisciplinary perspective. Includes an introduction to University resources, such as research facilities, museums, and attendance at University lectures or performances as assigned."
4548451,2021,FALL,utexas,ME316T,3,C-,"Properties, heat and work, first and second laws, thermodynamic processes, introduction to ideal power cycles."
4548451,2021,FALL,utexas,ME333T,3,B+,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering."
4548451,2021,FALL,utexas,EM306,3,A,"Vector algebra, force systems, free-body diagrams; engineering applications of equilibrium, including frames, friction, distributed loads; centroids, moments of inertia."
4548451,2022,SPRING,utexas,ME314D,3,C,"Analysis of motions, forces, momenta, and energies in mechanical systems."
4548451,2022,SPRING,utexas,ME318M,3,B,"An investigation of applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to the solution of mechanical engineering problems."
4548451,2022,SPRING,utexas,EM319,3,C,Internal forces and deformations in solids; stress and strain in elastic and plastic solids; application to simple engineering problems.
4548451,2022,SPRING,utexas,HIS317L,3,B,Examines building in American society from the late 1860s to 1980.
4548451,2022,FALL,utexas,GOV312L,3,A-,"Analysis of underlying themes concerned with American political institutions and policies, including the United States Constitution."
4548451,2022,FALL,utexas,ME330,3,B-,"Fluid properties, statics, conservation laws, inviscid and viscous incompressible flow, flow in confined streams and around objects."
4548451,2022,FALL,utexas,ME334,3,B,"Fundamental aspects of the structure, properties, and behavior of engineering materials."
4548451,2022,FALL,utexas,ME134L,1,A-,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Mechanical Engineering 334.
4548451,2022,FALL,utexas,ME130L,1,B,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems."
4548451,2022,FALL,utexas,ME335,3,A-,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control."
4548451,2023,SPRING,utexas,ME338,3,A,"Analysis for the design and manufacture of basic mechanical elements, and their role in the design of machines; application of finite element modeling."
4548451,2023,SPRING,utexas,ME139L,1,A-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems."
4548451,2023,SPRING,utexas,ME339,3,B+,Steady and transient heat conduction; forced and natural convection; radiation; introduction to heat exchangers and applications.
4548451,2023,SPRING,utexas,ME140L,1,A,"Hands-on laboratory using hand-held and bench-top electronic test and prototyping equipment for circuits and mechatronics applications; computer-aided instrumentation and data acquisition; laboratory study in design, prototyping, and testing with electrical and electronics components and electromechanical devices."
4548451,2023,SPRING,utexas,ME340,3,B-,"Theory and application of electrical circuits, electronics, and electromechanical devices; concepts in electrical power transmission; instrumentation; feedback; integration of electronics and instrumentation with mechanical engineering systems (mechatronics)."
4548451,2023,SPRING,utexas,MAN320F,3,B-," An introduction to the management of organizations. Issues are addressed from the perspectives of strategy and planning, organizational behavior, and operations management."
4548451,2023,SUMMER,utexas,MISN302F,3,B+,"Explores how information technology helps to achieve competitive advantage and improve decision making, business processes, operations, and organizational design. Uses a cross-functional perspective to recognize the role of technology across business activities of management, finance, marketing, human resources, and operations."
4548451,2023,SUMMER,utexas,ACCW310F,3,B,"An introduction to financial and managerial accounting, with emphasis on the content, interpretation, and uses of accounting reports. Discussion of the determination and reporting of net income and financial position, and the theories underlying business financial statements; consideration of managerial accounting topics designed to extend the student's knowledge to the planning and controlling of the operations of the firm."
4548451,2023,FALL,utexas,ME366J,3,B,An examination of structured methodologies for designing mechanical systems; reverse engineering/redesign projects and conceptual design projects.
4548451,2023,FALL,utexas,LEB320F,3,B,Introduction to the legal problems confronting businesses in the global environment.
4548451,2023,FALL,utexas,MKT320F,3,B+,"Introduction to basic concepts and terminology in marketing: the process of developing marketing strategy, the role of marketing activities within the firm, external influences that affect the development of marketing strategy, and basic analytical tools appropriate to marketing decision making."
4548451,2023,FALL,utexas,ME353,3,B+,"Evaluating the financial impact of engineering decisions. Comparing alternatives with cash flow analysis considering rate of return, inflation, and taxes, with emphasis on analyzing risk. Managing complex projects with activity scheduling and resource allocation considering cash flows. Methods include probabilistic analysis and simulation."
4548451,2023,FALL,utexas,ME144L,1,A,"Modeling of engineering systems, digital simulation, and assessment of results with experimental study; methods for analysis of first- and second-order systems, system identification, frequency response and feedback control principles; hands-on experimentation with mechanical, fluid, electrical, and magnetic systems; data acquisition and analysis using oscilloscopes and microcomputer-based analog-to-digital and digital-to-analog conversion; theoretical and practical principles governing the design and use of various sensors and transducers."
4548451,2023,FALL,utexas,ME344,3,A-,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient, steady-state behavior; introduction to feedback control."
4548451,2024,SPRING,utexas,ME266K,2,N/A,"Creative design, analysis, selection, development, and fabrication of engineering components and systems. Development of team project with faculty adviser and sponsoring engineer."
4548451,2024,SPRING,utexas,ORI367,3,N/A,Basic concepts of discrete-event simulation. Statistical input and output analysis. Application of simulation software. Modeling of systems under uncertainty.
4548451,2024,SPRING,utexas,ME379M,3,N/A,N/A
4548451,2024,SPRING,utexas,BIO311C,3,N/A,"Introduction to biological energy transformation, cell structure and physiology, and gene expression."
4548451,2024,SPRING,utexas,E316M,3,N/A,"Introduction to masterpieces of the American literary tradition, emphasizing historical, generic, and thematic connections."
4548451,2024,SPRING,utexas,ME266P,2,N/A,Development of individual team project in association with faculty adviser and sponsoring project engineer.
4548451,2024,SPRING,utexas,M427L,4,N/A,"Matrices, elements of vector analysis and calculus of functions of several variables, including gradient, divergence, and curl of a vector field, multiple integrals and chain rules, length and area, line and surface integrals, Green's theorems in the plane and space, and, if time permits, complex analysis."
4554504,2020,FALL,utexas,UGS 018,0,A,Restricted to students in the First-Year Interest Group Program. Basic issues in various interdisciplinary fields of study.
4554504,2020,FALL,utexas,M 408D,4,A,"This is the second semester of the accelerated calculus sequence. The theory and applications of sequences and infinite series, including those involving functions of one variable, and an introduction to the theory and applications of differential and integral calculus of functions of several variables; subjects include methods of integration, parametric equations, sequences, infinite series, power series, functions of several variables, partial derivatives, and multiple integrals."
4554504,2020,FALL,utexas,C C 301,3,A,"Greatness of Greece as reflected in Greek history, literature, philosophy, art, religion, and politics. No knowledge of Greek is required."
4554504,2020,FALL,utexas,M E 302,3,A,"Introduction to mechanical engineering education and practice through lectures and laboratory experiences. Graphics and modeling fundamentals for engineering design: freehand sketching, computer modeling of solid geometry, and generation of engineering drawings. Introduction to reverse engineering, computer-aided design, rapid prototyping, and manufacturing. Application of the design process and problem solving through individual and team projects."
4554504,2020,FALL,utexas,UGS 303,3,A,"Large-group lecture and discussion class focusing on a contemporary issue. Designed to introduce undergraduates to scholarly analysis from an interdisciplinary perspective. Includes an introduction to University resources, such as research facilities, museums, and attendance at University lectures or performances as assigned. Multiple sections may be offered in the fall and spring with various topics and instructors. Introduces 20th-century political and economic development in Mexico and considers cross-border flows including trade, immigration and drug trafficking. Highlights both the problems and benefits of international relations. Taught as a web-based course."
4554504,2021,SPRING,utexas,M 427J,4,A,"Ordinary differential equations, introduction to vector spaces, linear operators and eigenvalues, systems of linear differential equations, introduction to partial differential equations and Fourier series."
4554504,2021,SPRING,utexas,GOV 312L,3,A,"Analysis of underlying themes concerned with American political institutions and policies, including the United States Constitution."
4554504,2021,SPRING,utexas,M E 333T,3,A,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering."
4554504,2021,SPRING,utexas,E M 306,3,A,"Vector algebra, force systems, free-body diagrams; engineering applications of equilibrium, including frames, friction, distributed loads; centroids, moments of inertia."
4554504,2021,FALL,utexas,M 427L,4,A,"Matrices, elements of vector analysis and calculus of functions of several variables, including gradient, divergence, and curl of a vector field, multiple integrals and chain rules, length and area, line and surface integrals, Green's theorems in the plane and space, and, if time permits, complex analysis."
4554504,2021,FALL,utexas,E M 319,3,A,Internal forces and deformations in solids; stress and strain in elastic and plastic solids; application to simple engineering problems.
4554504,2021,FALL,utexas,M E 316T,3,A,"Properties, heat and work, first and second laws, thermodynamic processes, introduction to ideal power cycles."
4554504,2021,FALL,utexas,PHY 303L,3,A,"Electricity and magnetism, optics, and atomic phenomena."
4554504,2022,SPRING,utexas,M E 314D,3,A,"Analysis of motions, forces, momenta, and energies in mechanical systems."
4554504,2022,SPRING,utexas,M E 318M,3,A,"An investigation of applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to the solution of mechanical engineering problems."
4554504,2022,SPRING,utexas,M E 335,3,A,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control."
4554504,2022,SPRING,utexas,M E 330,3,A,"Fluid properties, statics, conservation laws, inviscid and viscous incompressible flow, flow in confined streams and around objects."
4554504,2022,SPRING,utexas,M E 130L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems."
4554504,2022,SPRING,utexas,PHY 105N,1,A,"Participate in an introductory electricity, magnetism, and optics laboratory."
4554504,2022,FALL,utexas,M E 334,3,A,"Fundamental aspects of the structure, properties, and behavior of engineering materials."
4554504,2022,FALL,utexas,M E 134L,1,A,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Mechanical Engineering 334.
4554504,2022,FALL,utexas,M E 339,3,A,Steady and transient heat conduction; forced and natural convection; radiation; introduction to heat exchangers and applications.
4554504,2022,FALL,utexas,M E 139L,1,A,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems."
4554504,2022,FALL,utexas,M E 340,3,A,"Theory and application of electrical circuits, electronics, and electromechanical devices; concepts in electrical power transmission; instrumentation; feedback; integration of electronics and instrumentation with mechanical engineering systems (mechatronics)."
4554504,2022,FALL,utexas,M E 140L,1,A,"Hands-on laboratory using hand-held and bench-top electronic test and prototyping equipment for circuits and mechatronics applications; computer-aided instrumentation and data acquisition; laboratory study in design, prototyping, and testing with electrical and electronics components and electromechanical devices."
4554504,2023,SPRING,utexas,M E 338,3,A,"Analysis for the design and manufacture of basic mechanical elements, and their role in the design of machines; application of finite element modeling."
4554504,2023,SPRING,utexas,M E 353,3,A,"Evaluating the financial impact of engineering decisions. Comparing alternatives with cash flow analysis considering rate of return, inflation, and taxes, with emphasis on analyzing risk. Managing complex projects with activity scheduling and resource allocation considering cash flows. Methods include probabilistic analysis and simulation."
4554504,2023,SPRING,utexas,M E 348E,3,A,"Integrated use of mechanical, electrical, and computer systems for information processing and control of machines and devices. System modeling, electromechanics, sensors and actuators, basic electronics design, signal processing and conditioning, noise and its abatement, grounding and shielding, filters, and system interfacing techniques."
4554504,2023,SPRING,utexas,M E 350R,3,A,"Studies the analysis and synthesis of motions of mechanisms in order to design robotic systems. Examines motion properties of mechanisms including degrees of freedom, velocity, and acceleration. Explores ideas and motion analysis for robotic systems for a wide range of applications including spatial, industrial and medical robotics."
4554504,2023,FALL,utexas,M E 344,3,A,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient, steady-state behavior; introduction to feedback control."
4554504,2023,FALL,utexas,M E 144L,1,A,"Modeling of engineering systems, digital simulation, and assessment of results with experimental study; methods for analysis of first- and second-order systems, system identification, frequency response and feedback control principles; hands-on experimentation with mechanical, fluid, electrical, and magnetic systems; data acquisition and analysis using oscilloscopes and microcomputer-based analog-to-digital and digital-to-analog conversion; theoretical and practical principles governing the design and use of various sensors and transducers."
4554504,2023,FALL,utexas,M E 366 J,3,A,An examination of structured methodologies for designing mechanical systems; reverse engineering/redesign projects and conceptual design projects.
4554504,2023,FALL,utexas,M E 369P,3,A,"Designed for students who have some experience in programming and are interested in the sharing and development of open source software applications. Provides an introduction to the Python Programming language, an open source, flexible, and intuitive debug programming language, with an emphasis on system modeling, simulation, data analysis, and software/data management. Students will create mini projects in Python that demonstrate software design and organization, debugging, open source practices, and data visualization."
4554504,2023,FALL,utexas,HIS 315k,3,A,Survey of United States history from the colonial period through the Civil War.
4554504,2023,FALL,utexas,E 316,3,A,"Introduction to masterpieces of the American literary tradition, emphasizing historical, generic, and thematic connections."
4554703,2020,FALL,utexas,ME302,3,A,"Introduction to mechanical engineering education and practice through lectures and laboratory experiences. Graphics and modeling fundamentals for engineering design: freehand sketching, computer modeling of solid geometry, and generation of engineering drawings. Introduction to reverse engineering, computer-aided design, rapid prototyping, and manufacturing. Application of the design process and problem solving through individual and team projects."
4554703,2020,FALL,utexas,CH301,3,A-,"An introduction to chemistry for chemistry majors. Includes gases, atomic theory, bonding, and thermodynamics."
4554703,2020,FALL,utexas,ARC308,3,B,"Introduction to the social contexts, potential, and consequences of architecture and interior design."
4554703,2020,FALL,utexas,M408D,4,B+,"This is the second semester of the accelerated calculus sequence. The theory and applications of sequences and infinite series, including those involving functions of one variable, and an introduction to the theory and applications of differential and integral calculus of functions of several variables; subjects include methods of integration, parametric equations, sequences, infinite series, power series, functions of several variables, partial derivatives, and multiple integrals."
4554703,2020,FALL,utexas,GOV310L,3,A-,"A basic survey of American government, including fundamental political institutions, federal, state, and local; special attention to the United States and Texas Constitutions."
4554703,2021,SPRING,utexas,ME316T,3,B,"Properties, heat and work, first and second laws, thermodynamic processes, introduction to ideal power cycles."
4554703,2021,SPRING,utexas,EM306,3,B,"Vector algebra, force systems, free-body diagrams; engineering applications of equilibrium, including frames, friction, distributed loads; centroids, moments of inertia."
4554703,2021,SPRING,utexas,M427J,4,A,"Ordinary differential equations, introduction to vector spaces, linear operators and eigenvalues, systems of linear differential equations, introduction to partial differential equations and Fourier series."
4554703,2021,SPRING,utexas,ME333T,3,A-,"Professional communication skills for engineers, with emphasis on research, writing, and oral presentation on topics of social and technical significance in engineering."
4554703,2021,SPRING,utexas,UGS303,3,A,"Large-group lecture and discussion class focusing on a contemporary issue. Designed to introduce undergraduates to scholarly analysis from an interdisciplinary perspective. Includes an introduction to University resources, such as research facilities, museums, and attendance at University lectures or performances as assigned. Multiple sections may be offered in the fall and spring with various topics and instructors."
4554703,2021,SUMMER,utexas,MEN134L,1,A-,Hands-on experiments in materials science and engineering topics and microstructure-property relationships discussed in Mechanical Engineering 334.
4554703,2021,SUMMER,utexas,EMS319,3,A,Internal forces and deformations in solids; stress and strain in elastic and plastic solids; application to simple engineering problems.
4554703,2021,SUMMER,utexas,ME334,3,C,"Fundamental aspects of the structure, properties, and behavior of engineering materials."
4554703,2021,FALL,utexas,M427L,4,B+,"Matrices, elements of vector analysis and calculus of functions of several variables, including gradient, divergence, and curl of a vector field, multiple integrals and chain rules, length and area, line and surface integrals, Green's theorems in the plane and space, and, if time permits, complex analysis."
4554703,2021,FALL,utexas,ME130L,1,A-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems."
4554703,2021,FALL,utexas,ME314D,3,A,"Analysis of motions, forces, momenta, and energies in mechanical systems."
4554703,2021,FALL,utexas,ME330,3,B,"Fluid properties, statics, conservation laws, inviscid and viscous incompressible flow, flow in confined streams and around objects."
4554703,2021,FALL,utexas,ME318M,3,A-,"An investigation of applied numerical analysis, programming of computational algorithms using mathematical software, and applications of computational methods to the solution of mechanical engineering problems."
4554703,2022,FALL,utexas,ME139L,1,A-,"Experimental design concepts, uncertainty analysis, and systems analysis as applied to thermodynamics, fluid mechanics, and heat transfer systems."
4554703,2022,FALL,utexas,ME339,3,A-,Steady and transient heat conduction; forced and natural convection; radiation; introduction to heat exchangers and applications.
4554703,2022,FALL,utexas,ME140L,1,A,"Hands-on laboratory using hand-held and bench-top electronic test and prototyping equipment for circuits and mechatronics applications; computer-aided instrumentation and data acquisition; laboratory study in design, prototyping, and testing with electrical and electronics components and electromechanical devices."
4554703,2022,FALL,utexas,ME340,3,B,"Theory and application of electrical circuits, electronics, and electromechanical devices; concepts in electrical power transmission; instrumentation; feedback; integration of electronics and instrumentation with mechanical engineering systems (mechatronics)."
4554703,2022,FALL,utexas,ME338,3,A,"Analysis for the design and manufacture of basic mechanical elements, and their role in the design of machines; application of finite element modeling."
4554703,2022,FALL,utexas,ME335,3,A,"Fundamentals of probability, distribution theory, data analysis and statistics, interval estimation, hypothesis testing, and statistical quality control."
4554703,2023,SUMMER,utexas,ES316M,3,A,"Introduction to masterpieces of the American literary tradition, emphasizing historical, generic, and thematic connections."
4554703,2023,FALL,utexas,ME353,3,A-,"Evaluating the financial impact of engineering decisions. Comparing alternatives with cash flow analysis considering rate of return, inflation, and taxes, with emphasis on analyzing risk. Managing complex projects with activity scheduling and resource allocation considering cash flows. Methods include probabilistic analysis and simulation."
4554703,2023,FALL,utexas,ME366J,3,A-,An examination of structured methodologies for designing mechanical systems; reverse engineering/redesign projects and conceptual design projects.
4554703,2023,FALL,utexas,ME144L,1,A,"Modeling of engineering systems, digital simulation, and assessment of results with experimental study; methods for analysis of first- and second-order systems, system identification, frequency response and feedback control principles; hands-on experimentation with mechanical, fluid, electrical, and magnetic systems; data acquisition and analysis using oscilloscopes and microcomputer-based analog-to-digital and digital-to-analog conversion; theoretical and practical principles governing the design and use of various sensors and transducers."
4554703,2023,FALL,utexas,ME344,3,A-,"Lumped physical system models; electrical, fluid, mechanical, and thermal system analysis; linear system transient, steady-state behavior; introduction to feedback control."
4554703,2023,FALL,utexas,ME379N,3,A,"Principles of acoustics, with applications drawn from audio engineering, biomedical ultrasound, industrial acoustics, noise control, room acoustics, and underwater sound."
4554703,2023,FALL,utexas,ME368C,3,B+,"Additive manufacturing (AM) is the use of layer-based processes for producing parts directly from computer (CAD) models, without part-specific tooling. Students learn about a variety of additive manufacturing (AM) AM technologies, their potential to support rapid prototyping and manufacturing, and some of of the important research challenges associated with AM."
4554703,2024,SPRING,utexas,ME379M,3,A-,"This course provides students with the knowledge to analyze and interpret data sets using  industry-standard methodology. Key skills include learning how to clean, visualize, and perform industry-specific analysis on large data sets. Using predictive analysis and machine learning, students will build models to make defensible connections in the data. Upon finishing this model, students will verify/validate their hypothesis and conclusions. The course culminates in the creation of an interactive dashboard presenting the given correlations. By “telling the story” of their journey through the data, students will relay the skills they learned to their peers."
